City,Cloudiness,Country_code,Date,Humidity,Latitude,Longitude,Max_temp,Wind_speed
Batagay-Alyta,24,RU,1547326174,54,67.8,130.41,237.085,2.05
Vaini,0,IN,1547326174,86,15.34,74.49,288.41,1.35
Ahipara,8,NZ,1547326174,70,-35.17,173.16,295.31,2.25
Hervey Bay,64,AU,1547323200,88,-25.3,152.85,294.15,3.1
Ardmore,40,US,1547325600,81,34.99,-86.85,281.45,3.6
Manoel Urbano,88,BR,1547326175,98,-8.84,-69.26,296.235,1.5
Esperance,20,TT,1547323200,54,10.24,-61.45,302.15,6.7
Zhanaozen,0,KZ,1547326175,87,43.35,52.85,273.985,4.15
Ayacucho,75,PE,1547323200,46,-13.16,-74.23,294.15,5.7
Bethel,75,US,1547324100,77,60.79,-161.76,249.25,9.8
Cabo San Lucas,5,MX,1547322240,64,22.89,-109.91,299.15,1.5
Kodiak,90,US,1547325360,95,39.95,-94.76,273.15,7.7
Hofn,92,IS,1547326176,100,64.25,-15.21,275.56,4.6
Humaita,40,AR,1547323200,68,-24.93,-65.37,298.15,3.1
Pinawa,76,CA,1547326176,84,50.15,-95.88,266.96,3.75
Butaritari,76,KI,1547326176,100,3.07,172.79,301.66,4.65
Kaitangata,92,NZ,1547326069,81,-46.28,169.85,287.21,2.65
Carnarvon,0,ZA,1547326177,54,-30.97,22.13,290.535,5.5
Deputatskiy,48,RU,1547326177,53,69.3,139.9,237.535,1.25
Winnemucca,1,US,1547322960,42,40.97,-117.74,278.15,2.1
Kapaa,40,US,1547324940,62,22.08,-159.32,298.75,3.1
Hovd,75,NO,1547324400,100,63.83,10.7,274.15,4.6
Beloha,80,MG,1547326178,95,-25.17,45.06,296.56,0.75
Saint-Pierre,90,FR,1547323200,93,48.95,4.24,281.15,7.7
Praia da Vitoria,40,PT,1547323200,82,38.73,-27.07,289.15,10.45
Adrar,0,DZ,1547323200,34,27.87,-0.29,282.15,5.1
Cidreira,92,BR,1547326179,89,-30.17,-50.22,297.335,6.95
Xining,0,CN,1547325914,61,36.62,101.77,252.485,1
Nadvoitsy,88,RU,1547326179,82,63.89,34.27,270.31,3.55
Bluff,0,AU,1547326006,78,-23.58,149.07,294.585,3.2
Smirnykh,0,RU,1547326179,69,49.74,142.83,254.41,3.9
Dunhua,0,CN,1547326180,53,43.37,128.23,254.785,1.2
Richards Bay,8,ZA,1547326095,92,-28.77,32.06,293.785,1.3
Laguna,20,MX,1547322180,38,27.52,-110.01,298.15,4.1
Touros,75,BR,1547323200,78,-5.2,-35.46,301.15,3.1
The Pas,20,CA,1547323200,78,53.82,-101.24,263.15,5.1
Mahebourg,40,MU,1547323200,78,-20.41,57.7,300.15,6.2
Tasiilaq,75,GL,1547322600,67,65.61,-37.64,265.15,1
Codrington,40,AU,1547323200,93,-28.95,153.24,292.15,1.6
Saskylakh,0,RU,1547326181,0,71.97,114.09,224.96,1.85
Eureka,1,US,1547325300,100,40.8,-124.16,290.35,4.1
Lavrentiya,8,RU,1547326182,100,65.58,-170.99,249.285,11.55
Isla Vista,75,US,1547324700,76,34.41,-119.86,288.75,1.5
Kafue,88,ZM,1547326182,97,-15.74,28.18,293.66,1.95
Mogadishu,32,SO,1547325901,100,2.04,45.34,299.335,10.15
Meulaboh,0,ID,1547326182,100,4.14,96.13,298.46,1.6
Eatonton,90,US,1547324100,61,33.33,-83.39,281.15,4.1
El Seibo,75,DO,1547323200,94,18.76,-69.04,298.15,2.6
Muisne,75,EC,1547323200,94,0.61,-80.02,299.15,2.1
Fortuna,0,ES,1547323200,70,38.18,-1.13,279.15,2.6
Peniche,0,PT,1547323200,87,39.36,-9.38,282.15,1.5
Port Keats,56,AU,1547326136,100,-14.25,129.55,298.735,2.4
Chimbote,0,PE,1547326123,79,-9.08,-78.59,297.335,4.85
Necochea,12,AR,1547326184,61,-38.55,-58.74,301.36,4.1
Aizpute,68,LV,1547324400,100,56.72,21.61,271.15,1.35
Bredasdorp,0,ZA,1547323200,43,-34.53,20.04,294.15,4.6
Orlik,36,RU,1547326184,64,52.51,99.83,252.71,3
Talcahuano,75,CL,1547323200,72,-36.72,-73.12,291.15,6.2
Talavera,75,PH,1547323200,78,15.58,120.92,297.15,1
Kudahuvadhoo,80,MV,1547326185,100,2.67,72.89,300.035,4
Guerrero Negro,44,MX,1547326185,72,27.97,-114.04,291.41,2.65
Pangnirtung,5,CA,1547323200,67,66.15,-65.72,240.15,3.1
Hailar,56,CN,1547326186,77,49.2,119.7,254.31,3.05
Batemans Bay,64,AU,1547326187,90,-35.71,150.18,292.285,2.75
Banda Aceh,12,ID,1547326187,97,5.56,95.32,296.06,2.05
Nizhnekamsk,90,RU,1547325000,92,55.64,51.82,272.15,6
Atar,0,MR,1547326187,16,20.52,-13.05,288.86,3.15
Vytegra,88,RU,1547326188,88,61.01,36.45,268.36,5.55
Mehamn,88,NO,1547326188,90,71.03,27.85,272.96,6.25
Klaksvik,92,FO,1547324400,100,62.23,-6.59,279.15,0.5
Bandarbeyla,68,SO,1547326188,100,9.49,50.81,297.935,7.8
Price,1,US,1547322780,58,39.6,-110.81,274.85,1.5
Namatanai,68,PG,1547326115,100,-3.66,152.44,301.31,6.45
Taganak,75,PH,1547323200,94,6.08,118.3,298.15,2.5
Bambous Virieux,40,MU,1547323200,78,-20.34,57.76,300.15,6.2
Kruisfontein,0,ZA,1547326189,90,-34,24.73,290.585,3.35
Arona,0,IT,1547324400,72,45.76,8.56,274.15,1
Upernavik,20,GL,1547326190,100,72.79,-56.15,252.41,5.1
Pedra Branca,44,BR,1547326190,79,-5.46,-39.72,298.91,1.25
Clyde River,20,CA,1547323200,66,70.47,-68.59,238.15,3.1
Fairfield,1,US,1547324400,76,38.25,-122.04,288.75,3.1
Pochutla,75,MX,1547322300,62,15.74,-96.47,303.15,3.2
Bujumbura,48,BI,1547326191,100,-3.36,29.37,289.835,0.95
Souillac,90,FR,1547323200,93,45.6,-0.6,279.15,3.1
Boca do Acre,56,BR,1547326191,88,-8.76,-67.39,299.285,1.35
Rocha,68,UY,1547326004,62,-34.48,-54.34,297.91,5
Ilulissat,75,GL,1547322600,48,69.22,-51.1,252.15,4.6
Waddan,0,LY,1547326192,42,29.16,16.14,279.21,5.8
Provideniya,12,RU,1547326192,100,64.42,-173.23,248.435,7.9
Port Augusta,0,AU,1547323200,72,-32.49,137.76,292.15,6.2
Kalevala,12,FI,1547325999,79,64.12,29.58,267.91,3.45
Dalbandin,0,PK,1547326192,75,28.9,64.41,277.36,2.85
Sorong,64,ID,1547326116,100,-0.86,131.25,299.935,3.45
Kamaishi,92,JP,1547326138,91,39.28,141.86,271.31,1.9
Barrow,36,AR,1547326193,95,-38.31,-60.23,296.085,2.95
Petropavlovsk-Kamchatskiy,88,RU,1547323200,85,53.05,158.65,273.15,1
East London,0,ZA,1547326193,99,-33.02,27.91,295.985,7.9
Kutum,0,SD,1547326193,72,14.2,24.66,284.81,1.15
Severo-Kurilsk,88,RU,1547325937,100,50.68,156.12,273.235,6.95
Barentu,0,ER,1547326193,38,15.11,37.59,288.335,1.2
Kita,90,JP,1547325000,70,35.76,139.74,279.15,6.2
Xuddur,0,SO,1547326194,66,4.12,43.89,294.585,4
San Cristobal,40,EC,1547325480,59,-0.39,-78.55,293.15,7.2
Kano,0,NG,1547323200,33,11.99,8.53,297.15,1
Lorengau,76,PG,1547326195,99,-2.02,147.27,301.71,7
Cheltenham,40,GB,1547324400,81,51.9,-2.07,283.15,6.2
Balabac,8,PH,1547325953,100,7.99,117.06,300.335,7.35
Inirida,8,CO,1547326195,61,3.87,-67.92,303.16,1.25
San Juan,0,AR,1547326082,29,-31.54,-68.53,303.36,2.4
Huarmey,0,PE,1547326196,47,-10.07,-78.15,299.335,2.9
Hami,76,CN,1547326197,55,42.84,93.51,258.485,1.4
Semey,8,KZ,1547326197,57,50.41,80.25,252.085,2.2
Port Lincoln,8,AU,1547326197,95,-34.72,135.86,290.985,6.25
Callaguip,0,PH,1547326198,100,18.07,120.49,289.535,1.65
Borogontsy,8,RU,1547326198,0,62.67,131.17,231.935,0.4
Egvekinot,0,RU,1547326097,0,66.32,-179.17,229.835,1.75
Vestmannaeyjar,92,IS,1547326198,100,63.44,-20.27,277.785,7.6
Tiksi,44,RU,1547326198,40,71.64,128.87,240.91,3.75
Yumen,8,CN,1547326199,46,40.29,97.04,252.535,1.6
Xiuyan,0,CN,1547326199,69,40.29,123.27,259.31,0.35
Tommot,0,RU,1547326199,62,58.97,126.27,250.635,1.55
Bang Saphan,0,TH,1547326199,94,11.21,99.51,296.61,1.65
Komsomolskiy,64,RU,1547326200,81,67.55,63.78,258.435,7.9
Te Anau,100,NZ,1547326013,71,-45.41,167.72,285.785,4.7
Gari,80,RU,1547326200,77,59.43,62.35,263.435,3.7
Fomboni,80,KM,1547326200,100,-12.28,43.74,301.71,5.1
Muncar,56,ID,1547326200,100,-8.43,114.34,298.985,0.8
Umm Kaddadah,8,SD,1547326201,78,13.6,26.69,287.16,1.55
Dickinson,90,US,1547322960,87,46.88,-102.79,265.95,2.6
Taltal,0,CL,1547326175,61,-25.41,-70.49,293.435,2.2
Katsuura,20,JP,1547323200,86,33.93,134.5,276.15,2.6
Waipawa,0,NZ,1547325917,75,-39.94,176.59,293.235,2.05
Beihai,0,CN,1547325000,86,38.95,121.19,274.15,4
Beyla,8,GN,1547326202,45,8.69,-8.65,294.91,2.75
Alofi,40,NU,1547323200,69,-19.06,-169.92,301.15,6.2
Kirovskiy,0,RU,1547326203,34,45.09,133.51,249.91,1.15
Homer,90,US,1547324520,87,59.64,-151.54,267.55,2.1
Matagami,8,NG,1547326203,29,9.67,8.4,295.085,3.45
Ferrol,75,ES,1547323200,71,43.48,-8.23,283.15,3.1
Boffa,0,GN,1547326203,65,10.18,-14.04,299.06,4.5
Opuwo,0,NA,1547326204,25,-18.06,13.84,293.985,2.95
Havoysund,40,NO,1547324400,64,71,24.66,274.15,12.3
Jamestown,0,AU,1547325982,37,-33.21,138.6,291.66,5.35
Mildura,0,AU,1547323200,48,-34.18,142.16,290.15,4.1
Menongue,76,AO,1547326205,27,-14.66,17.68,298.285,1.7
Pacific Grove,75,US,1547324100,68,36.62,-121.92,289.15,2.1
Pascagoula,90,US,1547325240,75,30.37,-88.56,293.75,5.7
Lompoc,75,US,1547324100,72,34.64,-120.46,289.25,4.6
Bathsheba,40,BB,1547323200,58,13.22,-59.52,301.15,7.2
Arlit,36,NE,1547326205,44,18.74,7.39,288.285,2.85
Chulman,36,RU,1547326206,68,56.84,124.9,249.16,1.25
Nchelenge,64,ZM,1547326206,100,-9.35,28.74,293.16,1.65
Iqaluit,20,CA,1547323200,67,63.75,-68.52,241.15,11.8
Nantucket,1,US,1547325300,25,41.28,-70.1,272.05,5.7
Sambava,36,MG,1547326206,100,-14.27,50.17,299.285,1.75
Asifabad,0,IN,1547326207,87,19.38,79.29,288.485,2.1
Lilongwe,80,MW,1547326097,96,-13.97,33.79,292.735,1.6
Hit,80,IQ,1547326207,85,33.64,42.83,277.835,2.9
Gurh,92,IN,1547326207,84,24.52,81.52,287.335,1.45
Yurkivka,75,UA,1547325000,92,47.64,35.68,270.15,4
Khorinsk,24,RU,1547326014,43,52.16,109.78,246.585,0.85
Begowal,92,IN,1547326208,98,30.81,76.06,284.285,3.2
Namibe,0,AO,1547326044,100,-15.19,12.15,296.61,3.95
Nacala,68,MZ,1547326208,96,-14.56,40.69,300.535,6.35
Gravdal,75,NO,1547324400,87,59.79,5.78,280.15,6.7
Caravelas,12,BR,1547326209,100,-17.73,-39.27,300.31,5.2
Saldanha,0,PT,1547326209,86,41.42,-6.55,269.56,1.55
Coyah,0,GN,1547323200,78,9.71,-13.39,300.15,2.5
Autun,90,FR,1547323200,81,46.95,4.3,279.15,4.1
Margate,20,AU,1547325000,62,-43.03,147.26,286.15,3.1
Bedesa,0,ET,1547326209,75,8.9,40.78,279.435,1.05
Beira,75,ES,1547323200,71,43.2,-8.36,283.15,3.1
Iquique,0,CL,1547323200,61,-20.22,-70.14,298.15,10.3
Virginia Beach,90,US,1547325300,62,36.85,-75.98,279.25,4.1
Bako,0,NG,1547326210,66,9.68,6.4,295.485,1.5
Asyut,0,EG,1547323200,57,27.18,31.19,284.15,3.1
Hays,90,US,1547322960,84,38.88,-99.33,270.95,8.7
Passy,90,FR,1547324400,69,45.92,6.69,277.15,4.6
Manyoni,92,TZ,1547326211,100,-5.75,34.84,290.91,1.55
Kaka,0,TM,1547326211,75,37.35,59.62,267.735,1.8
San Matias,40,HN,1547323200,42,13.97,-86.63,300.15,3.1
Dunedin,92,NZ,1547326021,78,-45.87,170.5,287.985,2.95
Isangel,68,VU,1547326212,100,-19.55,169.27,298.66,2.1
Westport,92,IE,1547326212,98,53.8,-9.52,282.46,8.2
Jardim,20,BR,1547326212,62,-21.48,-56.15,304.185,3
Kang,0,BW,1547326212,16,-23.67,22.79,297.735,4.95
Luderitz,36,NA,1547326009,93,-26.65,15.16,289.71,2.5
Lazaro Cardenas,20,MX,1547322120,51,28.39,-105.62,288.15,4.1
Zverinogolovskoye,88,RU,1547326213,86,54.46,64.85,264.61,8.45
Elat,68,CM,1547326213,81,2.91,11.16,296.61,1.65
Alugan,48,PH,1547326009,97,12.22,125.48,298.485,5
Port Macquarie,0,AU,1547323200,93,-31.43,152.91,292.15,2.25
Nome,40,US,1547324100,48,30.04,-94.42,295.35,5.7
Basudebpur,0,IN,1547326214,100,21.14,86.74,292.16,2.1
Saint George,75,GR,1547322600,70,39.45,22.34,276.15,1.05
Lagoa,0,PT,1547323200,62,37.14,-8.45,284.15,4.1
Constitucion,5,MX,1547322240,25,23.99,-104.67,290.15,2.1
Mazagao,75,BR,1547323200,62,-0.12,-51.29,304.15,3.6
Gap,0,FR,1547326215,93,44.56,6.08,262.185,0.95
Talnakh,44,RU,1547326040,90,69.49,88.39,232.71,3.85
Qasigiannguit,75,GL,1547322600,48,68.82,-51.19,252.15,4.6
Doha,0,QA,1547325000,67,25.29,51.53,290.15,3.1
Tezu,0,IN,1547326216,54,27.93,96.16,283.035,0.85
Bonga,0,ET,1547326216,65,7.26,36.25,284.935,1.2
Nanortalik,88,GL,1547326216,94,60.14,-45.24,271.735,8.85
Koumac,68,NC,1547326216,100,-20.56,164.28,297.71,1.15
Alyangula,92,AU,1547323200,88,-13.85,136.42,300.15,2.6
Fairbanks,36,US,1547324880,65,64.84,-147.72,236.15,1.95
Karaton,40,ID,1547323200,83,-6.34,106.1,299.15,2.1
Batsfjord,80,NO,1547326217,100,70.63,29.72,275.185,2.1
Tiarei,90,PF,1547325000,74,-17.53,-149.33,301.15,8.7
Nalut,0,LY,1547326218,83,31.86,10.98,272.985,2
Voznesenye,76,RU,1547326218,84,61.02,35.48,268.485,5.9
Ylivieska,8,FI,1547326218,77,64.07,24.53,269.735,3
Najran,0,SA,1547323200,45,17.54,44.22,290.15,1.2
Haines Junction,12,CA,1547326218,46,60.75,-137.51,245.235,0.95
Great Yarmouth,75,GB,1547324400,93,52.61,1.73,281.15,6.2
Coihaique,20,CL,1547323200,44,-45.58,-72.07,288.15,5.7
Kalaleh,44,IR,1547323200,34,37.38,55.49,283.15,1
Xiazhen,40,TW,1547325000,93,23.89,120.95,289.15,5.7
Hithadhoo,8,MV,1547326189,100,-0.6,73.08,300.56,1.95
Sergeyevka,88,KZ,1547326219,83,53.88,67.42,262.66,8.8
Hirara,100,JP,1547326073,100,24.8,125.28,294.235,8.7
Payakumbuh,36,ID,1547326220,95,-0.23,100.63,293.61,1.05
Santander,56,PH,1547326220,100,9.42,123.33,298.66,5.05
Vila do Maio,0,CV,1547323200,64,15.13,-23.22,295.15,3.1
Vondrozo,100,MG,1547326220,97,-22.82,47.32,295.21,1.2
Carmelo,20,UY,1547323200,51,-34,-58.28,300.15,2.1
Aurora,90,US,1547325300,93,41.76,-88.32,272.65,5.7
Mao,75,DO,1547323200,78,19.55,-71.08,300.15,2.6
Port-Gentil,40,GA,1547323200,88,-0.72,8.78,300.15,3.1
Sao Joao da Barra,0,BR,1547323200,62,-21.64,-41.05,302.15,2.1
Baruun-Urt,0,MN,1547326222,45,46.68,113.28,250.41,3.2
Grindavik,75,IS,1547325000,100,63.84,-22.43,274.15,2.6
Libreville,40,GA,1547325000,88,0.39,9.45,301.15,4.6
Alice Springs,0,AU,1547325000,41,-23.7,133.88,297.15,2.1
Hue,90,VN,1547325000,100,16.47,107.58,293.15,1
Liwale,24,TZ,1547326223,94,-9.8,37.92,294.535,2.55
Obzor,0,BG,1547323200,91,42.82,27.88,273.15,3.6
Rockingham,75,GB,1547324400,87,52.52,-0.72,283.15,7.7
Muros,0,ES,1547323200,81,42.77,-9.06,280.15,3.1
Shimoda,20,JP,1547320680,75,34.7,138.93,281.15,2.6
Okhotsk,0,RU,1547326224,100,59.36,143.24,250.66,4
Wajima,8,JP,1547326224,100,37.4,136.9,275.96,3.35
Xacmaz,0,AZ,1547325990,90,41.46,48.81,269.21,1.65
Skibbereen,75,IE,1547325000,93,51.55,-9.27,282.15,5.1
Poum,0,MK,1547326083,68,41.28,20.71,256.735,0.55
Shu,0,KZ,1547326224,59,43.6,73.76,261.06,1.7
Grand Gaube,40,MU,1547323200,78,-20.01,57.66,300.15,6.2
Pozo Colorado,48,PY,1547326225,65,-23.49,-58.8,305.21,3.55
Mount Gambier,0,AU,1547323200,87,-37.83,140.78,285.15,3.6
Malindi,0,KE,1547326225,91,-3.22,40.12,299.66,6.75
Amapa,40,HN,1547323200,58,15.09,-87.97,301.15,3.6
Ayorou,0,NE,1547326226,22,14.73,0.92,293.335,4.3
Dhemaji,0,IN,1547326226,75,27.48,94.56,278.96,1.05
Kawalu,64,ID,1547326226,98,-7.38,108.21,291.96,0.85
Burnie,32,AU,1547326055,96,-41.05,145.91,290.985,7.15
Mackay,20,CA,1547323200,79,53.65,-115.58,272.15,1.5
Coos Bay,1,US,1547322960,64,43.37,-124.22,287.05,2.6
Villarrica,75,CL,1547323200,64,-39.28,-72.23,293.15,2.6
Flin Flon,90,CA,1547323200,85,54.77,-101.88,261.15,5.1
Cockburn Town,88,TC,1547326215,100,21.46,-71.14,298.085,8.75
Lasa,20,CY,1547323200,71,34.92,32.53,286.15,3.6
Geraldton,5,CA,1547323200,38,49.72,-86.95,259.15,1.45
Xai-Xai,12,MZ,1547326228,97,-25.04,33.64,298.935,6.8
Tazovskiy,80,RU,1547326228,74,67.47,78.7,249.21,9.5
Daru,48,SL,1547326229,49,7.99,-10.85,301.06,1.2
Jega,0,NG,1547326229,36,12.22,4.38,296.11,3.75
Lanigan,20,CA,1547326229,84,51.85,-105.03,267.085,6
Sarai Alamgir,92,PK,1547326229,100,32.9,73.75,281.56,1.4
Changji,36,CN,1547326230,88,32.07,116.17,270.66,1.2
Hualmay,0,PE,1547326051,59,-11.1,-77.61,298.56,3.85
Encruzilhada,88,BR,1547326230,62,-15.53,-40.91,298.96,4.05
Jeremie,76,HT,1547326230,97,18.65,-74.12,298.31,1
Kindu,68,CD,1547326230,99,-2.95,25.92,294.06,0.3
Mabaruma,0,GY,1547326230,69,8.2,-59.78,300.435,4.05
Sechura,0,PE,1547326231,60,-5.56,-80.82,300.71,7.9
Ostrovnoy,88,RU,1547326231,95,68.05,39.51,266.485,3.4
Cap Malheureux,40,MU,1547323200,78,-19.98,57.61,300.15,6.2
Misratah,92,LY,1547326231,100,32.38,15.09,284.985,8.15
Ruteng,0,ID,1547326231,92,-8.61,120.46,293.685,1.45
Eshowe,76,ZA,1547326232,86,-28.89,31.46,292.785,1.25
Kampong Thum,24,KH,1547326232,58,12.71,104.89,298.335,3.85
Varzea da Palma,8,BR,1547326232,40,-17.6,-44.73,305.31,2.1
Bonavista,20,CA,1547326032,100,48.65,-53.11,271.585,6.8
Lebu,0,ET,1547326232,50,8.96,38.73,274.96,1.2
Buala,12,SB,1547326232,98,-8.15,159.59,300.035,2.4
Gold Coast,75,AU,1547325000,94,-28,153.41,295.15,1
Araouane,12,ML,1547326233,22,18.9,-3.53,287.935,4.75
Papetoai,90,PF,1547325000,74,-17.5,-149.87,301.15,8.7
Tilichiki,0,RU,1547326121,61,60.47,166.1,248.06,1.3
Zyryanka,0,RU,1547326234,85,65.73,150.89,233.41,1
Aklavik,20,CA,1547323200,67,68.22,-135.01,243.15,3.6
North Bend,1,US,1547322960,64,43.41,-124.22,287.05,2.6
Comodoro Rivadavia,40,AR,1547323200,28,-45.87,-67.48,294.15,6.2
Harper,1,US,1547325300,47,30.3,-99.24,288.05,7.2
Colquechaca,48,BO,1547326234,78,-18.7,-66,285.36,1.05
Shaunavon,0,CA,1547326235,63,49.65,-108.41,277.31,3.9
Fort Frances,90,CA,1547322900,80,48.61,-93.4,267.05,4.1
Datong,0,CN,1547326235,52,40.09,113.3,254.235,1.15
Kinsale,75,IE,1547325000,93,51.71,-8.52,282.15,5.1
